date,architecture,architecture_label,update_unit,changed_way_count,maxspeed_tag_changes,touched_units,touched_units_per_1000_changed_ways,apply_ms,apply_ms_per_1000_touched_units,payload_bytes,payload_mb,payload_observed,payload_status,payload_source,source,notes
2026-02-13,S1,global index files,invalidated index partitions,57965,4009,7070,121.970,,,915628973,915.628973,reference,observed_reference_full_replacement,mapdata/dist/baden-wuerttemberg-bench/manifest.json,mapdata/reports/deltas/daily-diff-analysis.csv,Partition invalidation proxy; replacement bytes are a reference full-artifact replacement when a manifest is present.
2026-02-13,S2,content-addressed tile packs,invalidated tile packs,57965,4009,2645,45.631,,,56417850,56.417850,estimated,estimated_from_reference_tilepack_median,mapdata/dist-v2/baden-wuerttemberg-bench/catalog.v2.json,mapdata/reports/deltas/daily-diff-analysis.csv,Tile invalidation proxy; replacement bytes are estimated from the available v2 tile-pack size distribution.
2026-02-13,S3,SQLite/RTree,SQL rows touched,57965,4009,125466,2164.513,936.423,7.464,,,false,sampled_sql_patch_payloads,mapdata/bench/karlsruhe_osc/*/v3_delta_manifest.json,mapdata/reports/deltas/daily-diff-analysis.csv,Host-side rollback simulation of exact SQL patch apply.
2026-02-13,S4,SQLite/RTree plus tile prefilter,SQL rows touched,57965,4009,170762,2945.950,1244.267,7.287,,,false,sampled_sql_patch_payloads,mapdata/bench/karlsruhe_osc/*/v3_delta_manifest.json,mapdata/reports/deltas/daily-diff-analysis.csv,Host-side rollback simulation of exact SQL patch apply.
2026-02-14,S1,global index files,invalidated index partitions,57484,4185,6724,116.972,,,915628973,915.628973,reference,observed_reference_full_replacement,mapdata/dist/baden-wuerttemberg-bench/manifest.json,mapdata/reports/deltas/daily-diff-analysis.csv,Partition invalidation proxy; replacement bytes are a reference full-artifact replacement when a manifest is present.
2026-02-14,S2,content-addressed tile packs,invalidated tile packs,57484,4185,2585,44.969,,,55138050,55.138050,estimated,estimated_from_reference_tilepack_median,mapdata/dist-v2/baden-wuerttemberg-bench/catalog.v2.json,mapdata/reports/deltas/daily-diff-analysis.csv,Tile invalidation proxy; replacement bytes are estimated from the available v2 tile-pack size distribution.
2026-02-14,S3,SQLite/RTree,SQL rows touched,57484,4185,127221,2213.155,945.538,7.432,,,false,sampled_sql_patch_payloads,mapdata/bench/karlsruhe_osc/*/v3_delta_manifest.json,mapdata/reports/deltas/daily-diff-analysis.csv,Host-side rollback simulation of exact SQL patch apply.
2026-02-14,S4,SQLite/RTree plus tile prefilter,SQL rows touched,57484,4185,172952,3008.698,1236.376,7.149,,,false,sampled_sql_patch_payloads,mapdata/bench/karlsruhe_osc/*/v3_delta_manifest.json,mapdata/reports/deltas/daily-diff-analysis.csv,Host-side rollback simulation of exact SQL patch apply.
2026-02-15,S1,global index files,invalidated index partitions,64278,4223,6799,105.775,,,915628973,915.628973,reference,observed_reference_full_replacement,mapdata/dist/baden-wuerttemberg-bench/manifest.json,mapdata/reports/deltas/daily-diff-analysis.csv,Partition invalidation proxy; replacement bytes are a reference full-artifact replacement when a manifest is present.
2026-02-15,S2,content-addressed tile packs,invalidated tile packs,64278,4223,2713,42.207,,,57868290,57.868290,estimated,estimated_from_reference_tilepack_median,mapdata/dist-v2/baden-wuerttemberg-bench/catalog.v2.json,mapdata/reports/deltas/daily-diff-analysis.csv,Tile invalidation proxy; replacement bytes are estimated from the available v2 tile-pack size distribution.
2026-02-15,S3,SQLite/RTree,SQL rows touched,64278,4223,135927,2114.674,1054.910,7.761,,,false,sampled_sql_patch_payloads,mapdata/bench/karlsruhe_osc/*/v3_delta_manifest.json,mapdata/reports/deltas/daily-diff-analysis.csv,Host-side rollback simulation of exact SQL patch apply.
2026-02-15,S4,SQLite/RTree plus tile prefilter,SQL rows touched,64278,4223,184434,2869.318,1384.131,7.505,,,false,sampled_sql_patch_payloads,mapdata/bench/karlsruhe_osc/*/v3_delta_manifest.json,mapdata/reports/deltas/daily-diff-analysis.csv,Host-side rollback simulation of exact SQL patch apply.
2026-02-16,S1,global index files,invalidated index partitions,66416,4496,7318,110.184,,,915628973,915.628973,reference,observed_reference_full_replacement,mapdata/dist/baden-wuerttemberg-bench/manifest.json,mapdata/reports/deltas/daily-diff-analysis.csv,Partition invalidation proxy; replacement bytes are a reference full-artifact replacement when a manifest is present.
2026-02-16,S2,content-addressed tile packs,invalidated tile packs,66416,4496,2897,43.619,,,61793010,61.793010,estimated,estimated_from_reference_tilepack_median,mapdata/dist-v2/baden-wuerttemberg-bench/catalog.v2.json,mapdata/reports/deltas/daily-diff-analysis.csv,Tile invalidation proxy; replacement bytes are estimated from the available v2 tile-pack size distribution.
2026-02-16,S3,SQLite/RTree,SQL rows touched,66416,4496,142530,2146.019,1141.831,8.011,,,false,sampled_sql_patch_payloads,mapdata/bench/karlsruhe_osc/*/v3_delta_manifest.json,mapdata/reports/deltas/daily-diff-analysis.csv,Host-side rollback simulation of exact SQL patch apply.
2026-02-16,S4,SQLite/RTree plus tile prefilter,SQL rows touched,66416,4496,193145,2908.109,1479.968,7.662,,,false,sampled_sql_patch_payloads,mapdata/bench/karlsruhe_osc/*/v3_delta_manifest.json,mapdata/reports/deltas/daily-diff-analysis.csv,Host-side rollback simulation of exact SQL patch apply.
2026-02-17,S1,global index files,invalidated index partitions,61506,4237,6082,98.885,,,915628973,915.628973,reference,observed_reference_full_replacement,mapdata/dist/baden-wuerttemberg-bench/manifest.json,mapdata/reports/deltas/daily-diff-analysis.csv,Partition invalidation proxy; replacement bytes are a reference full-artifact replacement when a manifest is present.
2026-02-17,S2,content-addressed tile packs,invalidated tile packs,61506,4237,2693,43.784,,,57441690,57.441690,estimated,estimated_from_reference_tilepack_median,mapdata/dist-v2/baden-wuerttemberg-bench/catalog.v2.json,mapdata/reports/deltas/daily-diff-analysis.csv,Tile invalidation proxy; replacement bytes are estimated from the available v2 tile-pack size distribution.
2026-02-17,S3,SQLite/RTree,SQL rows touched,61506,4237,130779,2126.280,1039.890,7.952,,,false,sampled_sql_patch_payloads,mapdata/bench/karlsruhe_osc/*/v3_delta_manifest.json,mapdata/reports/deltas/daily-diff-analysis.csv,Host-side rollback simulation of exact SQL patch apply.
2026-02-17,S4,SQLite/RTree plus tile prefilter,SQL rows touched,61506,4237,177099,2879.378,1300.402,7.343,,,false,sampled_sql_patch_payloads,mapdata/bench/karlsruhe_osc/*/v3_delta_manifest.json,mapdata/reports/deltas/daily-diff-analysis.csv,Host-side rollback simulation of exact SQL patch apply.
2026-02-18,S1,global index files,invalidated index partitions,58000,3894,6488,111.862,,,915628973,915.628973,reference,observed_reference_full_replacement,mapdata/dist/baden-wuerttemberg-bench/manifest.json,mapdata/reports/deltas/daily-diff-analysis.csv,Partition invalidation proxy; replacement bytes are a reference full-artifact replacement when a manifest is present.
2026-02-18,S2,content-addressed tile packs,invalidated tile packs,58000,3894,2638,45.483,,,56268540,56.268540,estimated,estimated_from_reference_tilepack_median,mapdata/dist-v2/baden-wuerttemberg-bench/catalog.v2.json,mapdata/reports/deltas/daily-diff-analysis.csv,Tile invalidation proxy; replacement bytes are estimated from the available v2 tile-pack size distribution.
2026-02-18,S3,SQLite/RTree,SQL rows touched,58000,3894,122685,2115.259,891.582,7.267,,,false,sampled_sql_patch_payloads,mapdata/bench/karlsruhe_osc/*/v3_delta_manifest.json,mapdata/reports/deltas/daily-diff-analysis.csv,Host-side rollback simulation of exact SQL patch apply.
2026-02-18,S4,SQLite/RTree plus tile prefilter,SQL rows touched,58000,3894,166434,2869.552,1246.570,7.490,,,false,sampled_sql_patch_payloads,mapdata/bench/karlsruhe_osc/*/v3_delta_manifest.json,mapdata/reports/deltas/daily-diff-analysis.csv,Host-side rollback simulation of exact SQL patch apply.
2026-02-19,S1,global index files,invalidated index partitions,56460,4465,6623,117.304,,,915628973,915.628973,reference,observed_reference_full_replacement,mapdata/dist/baden-wuerttemberg-bench/manifest.json,mapdata/reports/deltas/daily-diff-analysis.csv,Partition invalidation proxy; replacement bytes are a reference full-artifact replacement when a manifest is present.
2026-02-19,S2,content-addressed tile packs,invalidated tile packs,56460,4465,2655,47.024,,,56631150,56.631150,estimated,estimated_from_reference_tilepack_median,mapdata/dist-v2/baden-wuerttemberg-bench/catalog.v2.json,mapdata/reports/deltas/daily-diff-analysis.csv,Tile invalidation proxy; replacement bytes are estimated from the available v2 tile-pack size distribution.
2026-02-19,S3,SQLite/RTree,SQL rows touched,56460,4465,129999,2302.497,998.574,7.681,,,false,sampled_sql_patch_payloads,mapdata/bench/karlsruhe_osc/*/v3_delta_manifest.json,mapdata/reports/deltas/daily-diff-analysis.csv,Host-side rollback simulation of exact SQL patch apply.
2026-02-19,S4,SQLite/RTree plus tile prefilter,SQL rows touched,56460,4465,176110,3119.199,1333.923,7.574,,,false,sampled_sql_patch_payloads,mapdata/bench/karlsruhe_osc/*/v3_delta_manifest.json,mapdata/reports/deltas/daily-diff-analysis.csv,Host-side rollback simulation of exact SQL patch apply.
2026-02-20,S1,global index files,invalidated index partitions,59709,5046,5672,94.994,,,915628973,915.628973,reference,observed_reference_full_replacement,mapdata/dist/baden-wuerttemberg-bench/manifest.json,mapdata/reports/deltas/daily-diff-analysis.csv,Partition invalidation proxy; replacement bytes are a reference full-artifact replacement when a manifest is present.
2026-02-20,S2,content-addressed tile packs,invalidated tile packs,59709,5046,2542,42.573,,,54220860,54.220860,estimated,estimated_from_reference_tilepack_median,mapdata/dist-v2/baden-wuerttemberg-bench/catalog.v2.json,mapdata/reports/deltas/daily-diff-analysis.csv,Tile invalidation proxy; replacement bytes are estimated from the available v2 tile-pack size distribution.
2026-02-20,S3,SQLite/RTree,SQL rows touched,59709,5046,137895,2309.451,1073.542,7.785,,,false,sampled_sql_patch_payloads,mapdata/bench/karlsruhe_osc/*/v3_delta_manifest.json,mapdata/reports/deltas/daily-diff-analysis.csv,Host-side rollback simulation of exact SQL patch apply.
2026-02-20,S4,SQLite/RTree plus tile prefilter,SQL rows touched,59709,5046,186315,3120.384,1395.640,7.491,,,false,sampled_sql_patch_payloads,mapdata/bench/karlsruhe_osc/*/v3_delta_manifest.json,mapdata/reports/deltas/daily-diff-analysis.csv,Host-side rollback simulation of exact SQL patch apply.
